idx,t_s,x_m,y_m,vel_mps,heading_x,heading_y,spreading,dose_alvo_kg_ha
1431,303.7940,209.9108,1.1462,5.2468,-0.133287,0.991077,0,0.000000
1432,303.8570,209.8607,1.4767,5.3080,-0.166329,0.986070,0,0.000000
1433,303.9192,209.7996,1.8052,5.3688,-0.199186,0.979962,0,0.000000
1434,303.9808,209.7276,2.1316,5.4291,-0.231820,0.972759,0,0.000000
1435,304.0417,209.6447,2.4553,5.4889,-0.264195,0.964469,0,0.000000
1436,304.1019,209.5510,2.7761,5.5480,-0.296276,0.955102,0,0.000000
1437,304.1615,209.4467,3.0936,5.6064,-0.328025,0.944669,0,0.000000
1438,304.2205,209.3318,3.4074,5.6641,-0.359408,0.933181,0,0.000000
1439,304.2789,209.2065,3.7173,5.7209,-0.390389,0.920650,0,0.000000
1440,304.3368,209.0709,4.0227,5.7768,-0.420935,0.907091,0,0.000000
1441,304.3941,208.9252,4.3235,5.8317,-0.451010,0.892519,0,0.000000
1442,304.4509,208.7695,4.6192,5.8855,-0.480582,0.876950,0,0.000000
1443,304.5072,208.6040,4.9095,5.9382,-0.509617,0.860402,0,0.000000
1444,304.5630,208.4289,5.1942,5.9896,-0.538082,0.842892,0,0.000000
1445,304.6183,208.2444,5.4728,6.0399,-0.565947,0.824442,0,0.000000
1446,304.6732,208.0507,5.7452,6.0887,-0.593180,0.805070,0,0.000000
1447,304.7277,207.8480,6.0109,6.1362,-0.619750,0.784799,0,0.000000
1448,304.7817,207.6365,6.2696,6.1823,-0.645628,0.763652,0,0.000000
1449,304.8354,207.4165,6.5212,6.2268,-0.670785,0.741652,0,0.000000
1450,304.8887,207.1882,6.7653,6.2697,-0.695192,0.718824,0,0.000000
1451,304.9417,206.9519,7.0016,6.3111,-0.718824,0.695192,0,0.000000
1452,304.9943,206.7078,7.2299,6.3507,-0.741652,0.670785,0,0.000000
1453,305.0466,206.4563,7.4499,6.3886,-0.763652,0.645628,0,0.000000
1454,305.0986,206.1975,7.6614,6.4248,-0.784799,0.619750,0,0.000000
1455,305.1504,205.9318,7.8641,6.4591,-0.805070,0.593180,0,0.000000
1456,305.2018,205.6595,8.0578,6.4916,-0.824442,0.565947,0,0.000000
1457,305.2531,205.3808,8.2423,6.5222,-0.842892,0.538082,0,0.000000
1458,305.3041,205.0962,8.4174,6.5508,-0.860402,0.509617,0,0.000000
1459,305.3549,204.8058,8.5829,6.5775,-0.876950,0.480582,0,0.000000
1460,305.4055,204.5101,8.7386,6.6022,-0.892519,0.451010,0,0.000000
1461,305.4560,204.2093,8.8843,6.6249,-0.907091,0.420935,0,0.000000
1462,305.5063,203.9039,9.0199,6.6455,-0.920650,0.390389,0,0.000000
1463,305.5564,203.5941,9.1452,6.6640,-0.933181,0.359408,0,0.000000
1464,305.6065,203.2802,9.2601,6.6805,-0.944669,0.328025,0,0.000000
1465,305.6564,202.9628,9.3644,6.6949,-0.955102,0.296276,0,0.000000
1466,305.7062,202.6420,9.4581,6.7071,-0.964469,0.264195,0,0.000000
1467,305.7560,202.3182,9.5410,6.7173,-0.972759,0.231820,0,0.000000
1468,305.8057,201.9919,9.6130,6.7253,-0.979962,0.199186,0,0.000000
1469,305.8553,201.6633,9.6741,6.7312,-0.986070,0.166329,0,0.000000
1470,305.9049,201.3329,9.7241,6.7350,-0.991077,0.133287,0,0.000000
1471,305.9545,201.0010,9.7631,6.7366,-0.994978,0.100096,0,0.000000
1472,306.0042,200.6679,9.7910,6.7362,-0.997767,0.066793,0,0.000000
1473,306.0538,200.3341,9.8078,6.7337,-0.999442,0.033415,0,0.000000
1474,306.1035,200.0000,9.8134,6.7291,-1.000000,0.000000,0,75.000000
1475,306.2520,200.3262,9.8134,6.7337,-1.000000,0.000000,1,0.000000
1476,306.4008,199.3262,9.8134,6.7195,-1.000000,0.000000,1,75.000000
1477,306.5499,198.3262,9.8134,6.7047,-1.000000,0.000000,1,75.000000
1478,306.6994,197.3262,9.8134,6.6894,-1.000000,0.000000,1,75.000000
1479,306.8493,196.3262,9.8134,6.6735,-1.000000,0.000000,1,75.000000
1480,306.9995,195.3262,9.8134,6.6571,-1.000000,0.000000,1,75.000000
1481,307.1501,194.3262,9.8134,6.6401,-1.000000,0.000000,1,75.000000
1482,307.3011,193.3262,9.8134,6.6225,-1.000000,0.000000,1,75.000000
1483,307.4525,192.3262,9.8134,6.6044,-1.000000,0.000000,1,75.000000
1484,307.6043,191.3262,9.8134,6.5857,-1.000000,0.000000,1,75.000000
1485,307.7566,190.3262,9.8134,6.5664,-1.000000,0.000000,1,75.000000
1486,307.9094,189.3262,9.8134,6.5466,-1.000000,0.000000,1,75.000000
1487,308.0626,188.3262,9.8134,6.5262,-1.000000,0.000000,1,75.000000
1488,308.2163,187.3262,9.8134,6.5053,-1.000000,0.000000,1,75.000000
1489,308.3706,186.3262,9.8134,6.4839,-1.000000,0.000000,1,75.000000
1490,308.5253,185.3262,9.8134,6.4619,-1.000000,0.000000,1,75.000000
1491,308.6806,184.3262,9.8134,6.4395,-1.000000,0.000000,1,75.000000
1492,308.8365,183.3262,9.8134,6.4165,-1.000000,0.000000,1,75.000000
1493,308.9929,182.3262,9.8134,6.3931,-1.000000,0.000000,1,75.000000
1494,309.1499,181.3262,9.8134,6.3692,-1.000000,0.000000,1,75.000000
1495,309.3075,180.3262,9.8134,6.3449,-1.000000,0.000000,1,75.000000
1496,309.4657,179.3262,9.8134,6.3201,-1.000000,0.000000,1,75.000000
1497,309.6246,178.3262,9.8134,6.2950,-1.000000,0.000000,1,75.000000
1498,309.7841,177.3262,9.8134,6.2696,-1.000000,0.000000,1,75.000000
1499,309.9442,176.3262,9.8134,6.2438,-1.000000,0.000000,1,75.000000
1500,310.1051,175.3262,9.8134,6.2177,-1.000000,0.000000,1,75.000000
1501,310.2666,174.3262,9.8134,6.1914,-1.000000,0.000000,1,75.000000
1502,310.4288,173.3262,9.8134,6.1649,-1.000000,0.000000,1,75.000000
1503,310.5917,172.3262,9.8134,6.1381,-1.000000,0.000000,1,75.000000
1504,310.7553,171.3262,9.8134,6.1113,-1.000000,0.000000,1,75.000000
1505,310.9197,170.3262,9.8134,6.0844,-1.000000,0.000000,1,75.000000
1506,311.0848,169.3262,9.8134,6.0574,-1.000000,0.000000,1,75.000000
1507,311.2506,168.3262,9.8134,6.0305,-1.000000,0.000000,1,75.000000
1508,311.4172,167.3262,9.8134,6.0036,-1.000000,0.000000,1,75.000000
1509,311.5845,166.3262,9.8134,5.9768,-1.000000,0.000000,1,75.000000
1510,311.7525,165.3262,9.8134,5.9502,-1.000000,0.000000,1,75.000000
1511,311.9213,164.3262,9.8134,5.9239,-1.000000,0.000000,1,75.000000
1512,312.0909,163.3262,9.8134,5.8978,-1.000000,0.000000,1,75.000000
1513,312.2612,162.3262,9.8134,5.8721,-1.000000,0.000000,1,75.000000
1514,312.4322,161.3262,9.8134,5.8468,-1.000000,0.000000,1,75.000000
1515,312.6040,160.3262,9.8134,5.8220,-1.000000,0.000000,1,75.000000
1516,312.7765,159.3262,9.8134,5.7977,-1.000000,0.000000,1,75.000000
1517,312.9497,158.3262,9.8134,5.7741,-1.000000,0.000000,1,75.000000
1518,313.1236,157.3262,9.8134,5.7511,-1.000000,0.000000,1,75.000000
1519,313.2981,156.3262,9.8134,5.7289,-1.000000,0.000000,1,75.000000
1520,313.4733,155.3262,9.8134,5.7075,-1.000000,0.000000,1,75.000000
1521,313.6492,154.3262,9.8134,5.6870,-1.000000,0.000000,1,75.000000
1522,313.8256,153.3262,9.8134,5.6674,-1.000000,0.000000,1,75.000000
1523,314.0026,152.3262,9.8134,5.6489,-1.000000,0.000000,1,75.000000
1524,314.1802,151.3262,9.8134,5.6315,-1.000000,0.000000,1,75.000000
1525,314.3583,150.3262,9.8134,5.6152,-1.000000,0.000000,1,75.000000
1526,314.5369,149.3262,9.8134,5.6002,-1.000000,0.000000,1,75.000000
1527,314.7159,148.3262,9.8134,5.5865,-1.000000,0.000000,1,75.000000
1528,314.8953,147.3262,9.8134,5.5741,-1.000000,0.000000,1,75.000000
1529,315.0750,146.3262,9.8134,5.5632,-1.000000,0.000000,1,75.000000
1530,315.2551,145.3262,9.8134,5.5538,-1.000000,0.000000,1,75.000000
1531,315.4354,144.3262,9.8134,5.5459,-1.000000,0.000000,1,75.000000
1532,315.6159,143.3262,9.8134,5.5397,-1.000000,0.000000,1,75.000000
1533,315.7966,142.3262,9.8134,5.5351,-1.000000,0.000000,1,75.000000
1534,315.9773,141.3262,9.8134,5.5323,-1.000000,0.000000,1,75.000000
1535,316.1581,140.3262,9.8134,5.5312,-1.000000,0.000000,1,75.000000
1536,316.3389,139.3262,9.8134,5.5320,-1.000000,0.000000,1,75.000000
1537,316.5196,138.3262,9.8134,5.5346,-1.000000,0.000000,1,75.000000
1538,316.7001,137.3262,9.8134,5.5391,-1.000000,0.000000,1,75.000000
1539,316.8804,136.3262,9.8134,5.5456,-1.000000,0.000000,1,75.000000
1540,317.0605,135.3262,9.8134,5.5541,-1.000000,0.000000,1,75.000000
1541,317.2402,134.3262,9.8134,5.5645,-1.000000,0.000000,1,75.000000
1542,317.4195,133.3262,9.8134,5.5771,-1.000000,0.000000,1,75.000000
1543,317.5983,132.3262,9.8134,5.5916,-1.000000,0.000000,1,75.000000
1544,317.7766,131.3262,9.8134,5.6082,-1.000000,0.000000,1,75.000000
1545,317.9543,130.3262,9.8134,5.6269,-1.000000,0.000000,1,75.000000
1546,318.1314,129.3262,9.8134,5.6477,-1.000000,0.000000,1,75.000000
1547,318.3078,128.3262,9.8134,5.6705,-1.000000,0.000000,1,75.000000
1548,318.4833,127.3262,9.8134,5.6955,-1.000000,0.000000,1,75.000000
1549,318.6581,126.3262,9.8134,5.7225,-1.000000,0.000000,1,75.000000
1550,318.8320,125.3262,9.8134,5.7515,-1.000000,0.000000,1,75.000000
1551,319.0049,124.3262,9.8134,5.7826,-1.000000,0.000000,1,75.000000
1552,319.1768,123.3262,9.8134,5.8156,-1.000000,0.000000,1,75.000000
1553,319.3478,122.3262,9.8134,5.8506,-1.000000,0.000000,1,75.000000
1554,319.5176,121.3262,9.8134,5.8876,-1.000000,0.000000,1,75.000000
1555,319.6863,120.3262,9.8134,5.9264,-1.000000,0.000000,1,75.000000
1556,319.8539,119.3262,9.8134,5.9671,-1.000000,0.000000,1,75.000000
1557,320.0203,118.3262,9.8134,6.0096,-1.000000,0.000000,1,75.000000
1558,320.1855,117.3262,9.8134,6.0538,-1.000000,0.000000,1,75.000000
1559,320.3495,116.3262,9.8134,6.0996,-1.000000,0.000000,1,75.000000
1560,320.5121,115.3262,9.8134,6.1470,-1.000000,0.000000,1,75.000000
1561,320.6735,114.3262,9.8134,6.1960,-1.000000,0.000000,1,75.000000
1562,320.8336,113.3262,9.8134,6.2463,-1.000000,0.000000,1,75.000000
1563,320.9924,112.3262,9.8134,6.2981,-1.000000,0.000000,1,75.000000
1564,321.1499,111.3262,9.8134,6.3511,-1.000000,0.000000,1,75.000000
1565,321.3060,110.3262,9.8134,6.4053,-1.000000,0.000000,1,75.000000
1566,321.4608,109.3262,9.8134,6.4606,-1.000000,0.000000,1,75.000000
1567,321.6142,108.3262,9.8134,6.5168,-1.000000,0.000000,1,75.000000
1568,321.7663,107.3262,9.8134,6.5740,-1.000000,0.000000,1,75.000000
1569,321.9171,106.3262,9.8134,6.6320,-1.000000,0.000000,1,75.000000
1570,322.0666,105.3262,9.8134,6.6906,-1.000000,0.000000,1,75.000000
1571,322.2147,104.3262,9.8134,6.7498,-1.000000,0.000000,1,75.000000
1572,322.3616,103.3262,9.8134,6.8095,-1.000000,0.000000,1,75.000000
1573,322.5072,102.3262,9.8134,6.8695,-1.000000,0.000000,1,75.000000
1574,322.6515,101.3262,9.8134,6.9297,-1.000000,0.000000,1,75.000000
1575,322.7945,100.3262,9.8134,6.9901,-1.000000,0.000000,1,75.000000
1576,322.9374,99.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1577,323.0802,98.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1578,323.2231,97.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1579,323.3660,96.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1580,323.5088,95.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1581,323.6517,94.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1582,323.7945,93.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1583,323.9374,92.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1584,324.0802,91.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1585,324.2231,90.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1586,324.3660,89.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1587,324.5088,88.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1588,324.6517,87.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1589,324.7945,86.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1590,324.9374,85.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1591,325.0802,84.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1592,325.2231,83.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1593,325.3660,82.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1594,325.5088,81.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1595,325.6517,80.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1596,325.7945,79.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1597,325.9374,78.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1598,326.0802,77.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1599,326.2231,76.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1600,326.3660,75.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1601,326.5088,74.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1602,326.6517,73.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1603,326.7945,72.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1604,326.9374,71.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1605,327.0802,70.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1606,327.2231,69.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1607,327.3660,68.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1608,327.5088,67.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1609,327.6517,66.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1610,327.7945,65.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1611,327.9374,64.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1612,328.0802,63.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1613,328.2231,62.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1614,328.3660,61.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1615,328.5088,60.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1616,328.6517,59.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1617,328.7945,58.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1618,328.9374,57.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1619,329.0802,56.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1620,329.2231,55.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1621,329.3660,54.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1622,329.5088,53.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1623,329.6517,52.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1624,329.7945,51.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1625,329.9374,50.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1626,330.0802,49.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1627,330.2231,48.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1628,330.3660,47.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1629,330.5088,46.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1630,330.6517,45.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1631,330.7945,44.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1632,330.9374,43.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1633,331.0802,42.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1634,331.2231,41.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1635,331.3660,40.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1636,331.5088,39.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1637,331.6517,38.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1638,331.7945,37.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1639,331.9374,36.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1640,332.0802,35.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1641,332.2231,34.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1642,332.3660,33.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1643,332.5088,32.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1644,332.6517,31.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1645,332.7945,30.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1646,332.9374,29.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1647,333.0802,28.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1648,333.2231,27.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1649,333.3660,26.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1650,333.5088,25.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1651,333.6517,24.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1652,333.7945,23.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1653,333.9374,22.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1654,334.0802,21.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1655,334.2231,20.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1656,334.3660,19.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1657,334.5088,18.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1658,334.6517,17.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1659,334.7945,16.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1660,334.9374,15.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1661,335.0802,14.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1662,335.2231,13.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1663,335.3660,12.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1664,335.5088,11.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1665,335.6517,10.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1666,335.7945,9.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1667,335.9374,8.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1668,336.0802,7.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1669,336.2231,6.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1670,336.3660,5.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1671,336.5088,4.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1672,336.6517,3.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1673,336.7945,2.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1674,336.9374,1.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1675,337.0802,0.3262,9.8134,7.0000,-1.000000,0.000000,1,90.000000
1676,337.1280,-0.0079,9.8190,7.0000,-0.999442,0.033415,0,0.000000
1677,337.1757,-0.3417,9.8357,7.0000,-0.997767,0.066793,0,0.000000
1678,337.2235,-0.6748,9.8636,7.0000,-0.994978,0.100096,0,0.000000
1679,337.2712,-1.0067,9.9026,7.0000,-0.991077,0.133287,0,0.000000
1680,337.3190,-1.3371,9.9527,7.0000,-0.986070,0.166329,0,0.000000
1681,337.3667,-1.6657,10.0138,7.0000,-0.979962,0.199186,0,0.000000
1682,337.4145,-1.9920,10.0858,7.0000,-0.972759,0.231820,0,0.000000
1683,337.4622,-2.3158,10.1687,7.0000,-0.964469,0.264195,0,0.000000
1684,337.5099,-2.6366,10.2623,7.0000,-0.955102,0.296276,0,0.000000
1685,337.5577,-2.9540,10.3667,7.0000,-0.944669,0.328025,0,0.000000
1686,337.6054,-3.2679,10.4816,7.0000,-0.933181,0.359408,0,0.000000
1687,337.6532,-3.5777,10.6069,7.0000,-0.920650,0.390389,0,0.000000
1688,337.7009,-3.8831,10.7425,7.0000,-0.907091,0.420935,0,0.000000
1689,337.7488,-4.1839,10.8882,6.9834,-0.892519,0.451010,0,0.000000
1690,337.7969,-4.4796,11.0439,6.9463,-0.876950,0.480582,0,0.000000
1691,337.8453,-4.7700,11.2094,6.9073,-0.860402,0.509617,0,0.000000
1692,337.8939,-5.0546,11.3844,6.8664,-0.842892,0.538082,0,0.000000
1693,337.9429,-5.3333,11.5690,6.8236,-0.824442,0.565947,0,0.000000
1694,337.9922,-5.6056,11.7627,6.7789,-0.805070,0.593180,0,0.000000
1695,338.0419,-5.8713,11.9654,6.7325,-0.784799,0.619750,0,0.000000
1696,338.0919,-6.1301,12.1768,6.6844,-0.763652,0.645628,0,0.000000
1697,338.1422,-6.3816,12.3969,6.6346,-0.741652,0.670785,0,0.000000
1698,338.1930,-6.6257,12.6251,6.5832,-0.718824,0.695192,0,0.000000
1699,338.2442,-6.8620,12.8614,6.5302,-0.695192,0.718824,0,0.000000
1700,338.2958,-7.0903,13.1055,6.4757,-0.670785,0.741652,0,0.000000
1701,338.3479,-7.3103,13.3571,6.4198,-0.645628,0.763652,0,0.000000
1702,338.4004,-7.5218,13.6159,6.3626,-0.619750,0.784799,0,0.000000
1703,338.4534,-7.7245,13.8816,6.3040,-0.593180,0.805070,0,0.000000
1704,338.5069,-7.9182,14.1539,6.2441,-0.565947,0.824442,0,0.000000
1705,338.5610,-8.1027,14.4325,6.1830,-0.538082,0.842892,0,0.000000
1706,338.6156,-8.2778,14.7172,6.1209,-0.509617,0.860402,0,0.000000
1707,338.6708,-8.4433,15.0076,6.0576,-0.480582,0.876950,0,0.000000
1708,338.7265,-8.5990,15.3033,5.9933,-0.451010,0.892519,0,0.000000
1709,338.7829,-8.7447,15.6040,5.9281,-0.420935,0.907091,0,0.000000
1710,338.8399,-8.8803,15.9095,5.8620,-0.390389,0.920650,0,0.000000
1711,338.8976,-9.0056,16.2193,5.7951,-0.359408,0.933181,0,0.000000
1712,338.9559,-9.1205,16.5331,5.7275,-0.328025,0.944669,0,0.000000
1713,339.0150,-9.2248,16.8506,5.6592,-0.296276,0.955102,0,0.000000
1714,339.0748,-9.3185,17.1714,5.5903,-0.264195,0.964469,0,0.000000
1715,339.1353,-9.4014,17.4952,5.5208,-0.231820,0.972759,0,0.000000
1716,339.1966,-9.4734,17.8215,5.4509,-0.199186,0.979962,0,0.000000
1717,339.2587,-9.5345,18.1501,5.3806,-0.166329,0.986070,0,0.000000
1718,339.3217,-9.5846,18.4805,5.3100,-0.133287,0.991077,0,0.000000
1719,339.3855,-9.6236,18.8124,5.2391,-0.100096,0.994978,0,0.000000
1720,339.4501,-9.6515,19.1454,5.1680,-0.066793,0.997767,0,0.000000
1721,339.5157,-9.6682,19.4792,5.0968,-0.033415,0.999442,0,0.000000
1722,339.5822,-9.6738,19.8134,5.0255,-0.000000,1.000000,0,0.000000
1723,339.6497,-9.6682,20.1475,4.9543,0.033415,0.999442,0,0.000000
1724,339.7181,-9.6515,20.4813,4.8832,0.066793,0.997767,0,0.000000
1725,339.7876,-9.6236,20.8143,4.8122,0.100096,0.994978,0,0.000000
1726,339.8581,-9.5846,21.1462,4.7415,0.133287,0.991077,0,0.000000
1727,339.9296,-9.5345,21.4767,4.6711,0.166329,0.986070,0,0.000000
1728,340.0022,-9.4734,21.8052,4.6010,0.199186,0.979962,0,0.000000
1729,340.0760,-9.4014,22.1316,4.5314,0.231820,0.972759,0,0.000000
1730,340.1509,-9.3185,22.4553,4.4623,0.264195,0.964469,0,0.000000
1731,340.2270,-9.2248,22.7761,4.3938,0.296276,0.955102,0,0.000000
1732,340.3042,-9.1205,23.0936,4.3260,0.328025,0.944669,0,0.000000
1733,340.3827,-9.0056,23.4074,4.2588,0.359408,0.933181,0,0.000000
1734,340.4624,-8.8803,23.7173,4.1925,0.390389,0.920650,0,0.000000
1735,340.5434,-8.7447,24.0227,4.1270,0.420935,0.907091,0,0.000000
1736,340.6257,-8.5990,24.3235,4.0624,0.451010,0.892519,0,0.000000
1737,340.7092,-8.4433,24.6192,3.9987,0.480582,0.876950,0,0.000000
1738,340.7941,-8.2778,24.9095,3.9361,0.509617,0.860402,0,0.000000
1739,340.8804,-8.1027,25.1942,3.8746,0.538082,0.842892,0,0.000000
1740,340.9680,-7.9182,25.4728,3.8143,0.565947,0.824442,0,0.000000
1741,341.0570,-7.7245,25.7452,3.7552,0.593180,0.805070,0,0.000000
1742,341.1474,-7.5218,26.0109,3.6973,0.619750,0.784799,0,0.000000
1743,341.2392,-7.3103,26.2696,3.6408,0.645628,0.763652,0,0.000000
1744,341.3324,-7.0903,26.5212,3.5856,0.670785,0.741652,0,0.000000
1745,341.4271,-6.8620,26.7653,3.5319,0.695192,0.718824,0,0.000000
1746,341.5231,-6.6257,27.0016,3.4797,0.718824,0.695192,0,0.000000
1747,341.6206,-6.3816,27.2299,3.4291,0.741652,0.670785,0,0.000000
1748,341.7194,-6.1301,27.4499,3.3800,0.763652,0.645628,0,0.000000
1749,341.8197,-5.8713,27.6614,3.3325,0.784799,0.619750,0,0.000000
1750,341.9214,-5.6056,27.8641,3.2868,0.805070,0.593180,0,0.000000
1751,342.0245,-5.3333,28.0578,3.2428,0.824442,0.565947,0,0.000000
1752,342.1289,-5.0546,28.2423,3.2005,0.842892,0.538082,0,0.000000
1753,342.2347,-4.7700,28.4174,3.1601,0.860402,0.509617,0,0.000000
1754,342.3417,-4.4796,28.5829,3.1215,0.876950,0.480582,0,0.000000
1755,342.4501,-4.1839,28.7386,3.0848,0.892519,0.451010,0,0.000000
1756,342.5596,-3.8831,28.8843,3.0501,0.907091,0.420935,0,0.000000
1757,342.6704,-3.5777,29.0199,3.0173,0.920650,0.390389,0,0.000000
1758,342.7823,-3.2679,29.1452,2.9865,0.933181,0.359408,0,0.000000
1759,342.8953,-2.9540,29.2601,2.9578,0.944669,0.328025,0,0.000000
1760,343.0093,-2.6366,29.3644,2.9311,0.955102,0.296276,0,0.000000
1761,343.1243,-2.3158,29.4581,2.9065,0.964469,0.264195,0,0.000000
1762,343.2402,-1.9920,29.5410,2.8841,0.972759,0.231820,0,0.000000
1763,343.3569,-1.6657,29.6130,2.8638,0.979962,0.199186,0,0.000000
1764,343.4743,-1.3371,29.6741,2.8456,0.986070,0.166329,0,0.000000
1765,343.5925,-1.0067,29.7241,2.8297,0.991077,0.133287,0,0.000000
1766,343.7111,-0.6748,29.7631,2.8160,0.994978,0.100096,0,0.000000
1767,343.8303,-0.3417,29.7910,2.8045,0.997767,0.066793,0,0.000000
1768,343.9499,-0.0079,29.8078,2.7953,0.999442,0.033415,0,0.000000
1769,344.0697,0.3262,29.8134,2.7883,1.000000,0.000000,0,90.000000
