idx,t_s,x_m,y_m,vel_mps,heading_x,heading_y,spreading,dose_alvo_kg_ha
687,148.6043,97.0000,-50.1866,2.9104,1.000000,0.000000,1,60.000000
688,148.9446,98.0000,-50.1866,2.9386,1.000000,0.000000,1,60.000000
689,149.2816,99.0000,-50.1866,2.9670,1.000000,0.000000,1,60.000000
690,149.6155,100.0000,-50.1866,2.9954,1.000000,0.000000,1,60.000000
691,149.9462,101.0000,-50.1866,3.0238,1.000000,0.000000,1,100.000000
692,150.2738,102.0000,-50.1866,3.0522,1.000000,0.000000,1,100.000000
693,150.5985,103.0000,-50.1866,3.0804,1.000000,0.000000,1,100.000000
694,150.9201,104.0000,-50.1866,3.1086,1.000000,0.000000,1,100.000000
695,151.2390,105.0000,-50.1866,3.1365,1.000000,0.000000,1,100.000000
696,151.5550,106.0000,-50.1866,3.1642,1.000000,0.000000,1,100.000000
697,151.8683,107.0000,-50.1866,3.1915,1.000000,0.000000,1,100.000000
698,152.1790,108.0000,-50.1866,3.2185,1.000000,0.000000,1,100.000000
699,152.4872,109.0000,-50.1866,3.2452,1.000000,0.000000,1,100.000000
700,152.7929,110.0000,-50.1866,3.2713,1.000000,0.000000,1,100.000000
701,153.0962,111.0000,-50.1866,3.2970,1.000000,0.000000,1,100.000000
702,153.3972,112.0000,-50.1866,3.3221,1.000000,0.000000,1,100.000000
703,153.6960,113.0000,-50.1866,3.3466,1.000000,0.000000,1,100.000000
704,153.9927,114.0000,-50.1866,3.3706,1.000000,0.000000,1,100.000000
705,154.2873,115.0000,-50.1866,3.3938,1.000000,0.000000,1,100.000000
706,154.5801,116.0000,-50.1866,3.4164,1.000000,0.000000,1,100.000000
707,154.8709,117.0000,-50.1866,3.4382,1.000000,0.000000,1,100.000000
708,155.1600,118.0000,-50.1866,3.4592,1.000000,0.000000,1,100.000000
709,155.4474,119.0000,-50.1866,3.4794,1.000000,0.000000,1,100.000000
710,155.7332,120.0000,-50.1866,3.4989,1.000000,0.000000,1,100.000000
711,156.0175,121.0000,-50.1866,3.5174,1.000000,0.000000,1,100.000000
712,156.3004,122.0000,-50.1866,3.5351,1.000000,0.000000,1,100.000000
713,156.5819,123.0000,-50.1866,3.5519,1.000000,0.000000,1,100.000000
714,156.8622,124.0000,-50.1866,3.5677,1.000000,0.000000,1,100.000000
715,157.1413,125.0000,-50.1866,3.5826,1.000000,0.000000,1,100.000000
716,157.4194,126.0000,-50.1866,3.5966,1.000000,0.000000,1,100.000000
717,157.6964,127.0000,-50.1866,3.6096,1.000000,0.000000,1,100.000000
718,157.9725,128.0000,-50.1866,3.6217,1.000000,0.000000,1,100.000000
719,158.2478,129.0000,-50.1866,3.6327,1.000000,0.000000,1,100.000000
720,158.5223,130.0000,-50.1866,3.6428,1.000000,0.000000,1,100.000000
721,158.7962,131.0000,-50.1866,3.6519,1.000000,0.000000,1,100.000000
722,159.0694,132.0000,-50.1866,3.6601,1.000000,0.000000,1,100.000000
723,159.3421,133.0000,-50.1866,3.6672,1.000000,0.000000,1,100.000000
724,159.6143,134.0000,-50.1866,3.6734,1.000000,0.000000,1,100.000000
725,159.8861,135.0000,-50.1866,3.6787,1.000000,0.000000,1,100.000000
726,160.1576,136.0000,-50.1866,3.6829,1.000000,0.000000,1,100.000000
727,160.4289,137.0000,-50.1866,3.6863,1.000000,0.000000,1,100.000000
728,160.7000,138.0000,-50.1866,3.6887,1.000000,0.000000,1,100.000000
729,160.9710,139.0000,-50.1866,3.6903,1.000000,0.000000,1,100.000000
730,161.2419,140.0000,-50.1866,3.6909,1.000000,0.000000,1,100.000000
731,161.5129,141.0000,-50.1866,3.6907,1.000000,0.000000,1,100.000000
732,161.7839,142.0000,-50.1866,3.6896,1.000000,0.000000,1,100.000000
733,162.0551,143.0000,-50.1866,3.6877,1.000000,0.000000,1,100.000000
734,162.3265,144.0000,-50.1866,3.6850,1.000000,0.000000,1,100.000000
735,162.5981,145.0000,-50.1866,3.6816,1.000000,0.000000,1,100.000000
736,162.8700,146.0000,-50.1866,3.6774,1.000000,0.000000,1,100.000000
737,163.1423,147.0000,-50.1866,3.6725,1.000000,0.000000,1,100.000000
738,163.4150,148.0000,-50.1866,3.6669,1.000000,0.000000,1,100.000000
739,163.6882,149.0000,-50.1866,3.6606,1.000000,0.000000,1,100.000000
740,163.9619,150.0000,-50.1866,3.6538,1.000000,0.000000,1,100.000000
741,164.2361,151.0000,-50.1866,3.6463,1.000000,0.000000,1,100.000000
742,164.5110,152.0000,-50.1866,3.6383,1.000000,0.000000,1,100.000000
743,164.7865,153.0000,-50.1866,3.6297,1.000000,0.000000,1,100.000000
744,165.0627,154.0000,-50.1866,3.6207,1.000000,0.000000,1,100.000000
745,165.3396,155.0000,-50.1866,3.6112,1.000000,0.000000,1,100.000000
746,165.6173,156.0000,-50.1866,3.6013,1.000000,0.000000,1,100.000000
747,165.8958,157.0000,-50.1866,3.5909,1.000000,0.000000,1,100.000000
748,166.1751,158.0000,-50.1866,3.5802,1.000000,0.000000,1,100.000000
749,166.4553,159.0000,-50.1866,3.5692,1.000000,0.000000,1,100.000000
750,166.7363,160.0000,-50.1866,3.5579,1.000000,0.000000,1,100.000000
751,167.0183,161.0000,-50.1866,3.5463,1.000000,0.000000,1,100.000000
752,167.3012,162.0000,-50.1866,3.5345,1.000000,0.000000,1,100.000000
753,167.5851,163.0000,-50.1866,3.5224,1.000000,0.000000,1,100.000000
754,167.8700,164.0000,-50.1866,3.5102,1.000000,0.000000,1,100.000000
755,168.1559,165.0000,-50.1866,3.4979,1.000000,0.000000,1,100.000000
756,168.4428,166.0000,-50.1866,3.4854,1.000000,0.000000,1,100.000000
757,168.7308,167.0000,-50.1866,3.4728,1.000000,0.000000,1,100.000000
758,169.0198,168.0000,-50.1866,3.4602,1.000000,0.000000,1,100.000000
759,169.3098,169.0000,-50.1866,3.4475,1.000000,0.000000,1,100.000000
760,169.6009,170.0000,-50.1866,3.4348,1.000000,0.000000,1,100.000000
761,169.8932,171.0000,-50.1866,3.4222,1.000000,0.000000,1,100.000000
762,170.1865,172.0000,-50.1866,3.4095,1.000000,0.000000,1,100.000000
763,170.4808,173.0000,-50.1866,3.3969,1.000000,0.000000,1,100.000000
764,170.7763,174.0000,-50.1866,3.3844,1.000000,0.000000,1,100.000000
765,171.0729,175.0000,-50.1866,3.3720,1.000000,0.000000,1,100.000000
766,171.3705,176.0000,-50.1866,3.3597,1.000000,0.000000,1,100.000000
767,171.6692,177.0000,-50.1866,3.3475,1.000000,0.000000,1,100.000000
768,171.9690,178.0000,-50.1866,3.3355,1.000000,0.000000,1,100.000000
769,172.2699,179.0000,-50.1866,3.3236,1.000000,0.000000,1,100.000000
770,172.5719,180.0000,-50.1866,3.3119,1.000000,0.000000,1,100.000000
771,172.8749,181.0000,-50.1866,3.3004,1.000000,0.000000,1,100.000000
772,173.1789,182.0000,-50.1866,3.2891,1.000000,0.000000,1,100.000000
773,173.4839,183.0000,-50.1866,3.2780,1.000000,0.000000,1,100.000000
774,173.7900,184.0000,-50.1866,3.2672,1.000000,0.000000,1,100.000000
775,174.0971,185.0000,-50.1866,3.2565,1.000000,0.000000,1,100.000000
776,174.4052,186.0000,-50.1866,3.2461,1.000000,0.000000,1,100.000000
777,174.7142,187.0000,-50.1866,3.2360,1.000000,0.000000,1,100.000000
778,175.0242,188.0000,-50.1866,3.2260,1.000000,0.000000,1,100.000000
779,175.3351,189.0000,-50.1866,3.2164,1.000000,0.000000,1,100.000000
780,175.6469,190.0000,-50.1866,3.2070,1.000000,0.000000,1,100.000000
781,175.9596,191.0000,-50.1866,3.1978,1.000000,0.000000,1,100.000000
782,176.2732,192.0000,-50.1866,3.1889,1.000000,0.000000,1,100.000000
783,176.5876,193.0000,-50.1866,3.1803,1.000000,0.000000,1,100.000000
784,176.9029,194.0000,-50.1866,3.1720,1.000000,0.000000,1,100.000000
785,177.2189,195.0000,-50.1866,3.1639,1.000000,0.000000,1,100.000000
786,177.5358,196.0000,-50.1866,3.1561,1.000000,0.000000,1,100.000000
787,177.8534,197.0000,-50.1866,3.1485,1.000000,0.000000,1,100.000000
788,178.1717,198.0000,-50.1866,3.1412,1.000000,0.000000,1,100.000000
789,178.4908,199.0000,-50.1866,3.1342,1.000000,0.000000,1,100.000000
790,178.8106,200.0000,-50.1866,3.1274,1.000000,0.000000,1,100.000000
791,178.9175,200.3341,-50.1810,3.1242,0.999442,0.033415,0,0.000000
792,179.0245,200.6679,-50.1643,3.1232,0.997767,0.066793,0,0.000000
793,179.1315,201.0010,-50.1364,3.1245,0.994978,0.100096,0,0.000000
794,179.2383,201.3329,-50.0974,3.1281,0.991077,0.133287,0,0.000000
795,179.3450,201.6633,-50.0473,3.1338,0.986070,0.166329,0,0.000000
796,179.4514,201.9919,-49.9862,3.1419,0.979962,0.199186,0,0.000000
797,179.5574,202.3182,-49.9142,3.1522,0.972759,0.231820,0,0.000000
798,179.6630,202.6420,-49.8313,3.1647,0.964469,0.264195,0,0.000000
799,179.7681,202.9628,-49.7377,3.1794,0.955102,0.296276,0,0.000000
800,179.8727,203.2802,-49.6333,3.1963,0.944669,0.328025,0,0.000000
801,179.9766,203.5941,-49.5184,3.2154,0.933181,0.359408,0,0.000000
802,180.0799,203.9039,-49.3931,3.2366,0.920650,0.390389,0,0.000000
803,180.1824,204.2093,-49.2575,3.2599,0.907091,0.420935,0,0.000000
804,180.2841,204.5101,-49.1118,3.2853,0.892519,0.451010,0,0.000000
805,180.3850,204.8058,-48.9561,3.3127,0.876950,0.480582,0,0.000000
806,180.4850,205.0962,-48.7906,3.3422,0.860402,0.509617,0,0.000000
807,180.5841,205.3808,-48.6156,3.3736,0.842892,0.538082,0,0.000000
808,180.6822,205.6595,-48.4310,3.4070,0.824442,0.565947,0,0.000000
809,180.7793,205.9318,-48.2373,3.4423,0.805070,0.593180,0,0.000000
810,180.8753,206.1975,-48.0346,3.4794,0.784799,0.619750,0,0.000000
811,180.9703,206.4563,-47.8232,3.5183,0.763652,0.645628,0,0.000000
812,181.0642,206.7078,-47.6031,3.5590,0.741652,0.670785,0,0.000000
813,181.1570,206.9519,-47.3749,3.6013,0.718824,0.695192,0,0.000000
814,181.2487,207.1882,-47.1386,3.6453,0.695192,0.718824,0,0.000000
815,181.3393,207.4165,-46.8945,3.6909,0.670785,0.741652,0,0.000000
816,181.4287,207.6365,-46.6429,3.7380,0.645628,0.763652,0,0.000000
817,181.5169,207.8480,-46.3841,3.7866,0.619750,0.784799,0,0.000000
818,181.6040,208.0507,-46.1184,3.8367,0.593180,0.805070,0,0.000000
819,181.6900,208.2444,-45.8461,3.8880,0.565947,0.824442,0,0.000000
820,181.7748,208.4289,-45.5675,3.9407,0.538082,0.842892,0,0.000000
821,181.8585,208.6040,-45.2828,3.9945,0.509617,0.860402,0,0.000000
822,181.9410,208.7695,-44.9924,4.0496,0.480582,0.876950,0,0.000000
823,182.0224,208.9252,-44.6967,4.1057,0.451010,0.892519,0,0.000000
824,182.1027,209.0709,-44.3960,4.1628,0.420935,0.907091,0,0.000000
825,182.1819,209.2065,-44.0905,4.2209,0.390389,0.920650,0,0.000000
826,182.2600,209.3318,-43.7807,4.2798,0.359408,0.933181,0,0.000000
827,182.3370,209.4467,-43.4669,4.3396,0.328025,0.944669,0,0.000000
828,182.4129,209.5510,-43.1494,4.4000,0.296276,0.955102,0,0.000000
829,182.4879,209.6447,-42.8286,4.4612,0.264195,0.964469,0,0.000000
830,182.5618,209.7276,-42.5048,4.5229,0.231820,0.972759,0,0.000000
831,182.6346,209.7996,-42.1785,4.5851,0.199186,0.979962,0,0.000000
832,182.7066,209.8607,-41.8499,4.6477,0.166329,0.986070,0,0.000000
833,182.7775,209.9108,-41.5195,4.7107,0.133287,0.991077,0,0.000000
834,182.8475,209.9498,-41.1876,4.7740,0.100096,0.994978,0,0.000000
835,182.9166,209.9777,-40.8546,4.8374,0.066793,0.997767,0,0.000000
836,182.9848,209.9944,-40.5208,4.9010,0.033415,0.999442,0,0.000000
837,183.0521,210.0000,-40.1866,4.9646,-0.000000,1.000000,0,0.000000
838,183.1186,209.9944,-39.8525,5.0282,-0.033415,0.999442,0,0.000000
839,183.1842,209.9777,-39.5187,5.0917,-0.066793,0.997767,0,0.000000
840,183.2490,209.9498,-39.1857,5.1549,-0.100096,0.994978,0,0.000000
841,183.3131,209.9108,-38.8538,5.2179,-0.133287,0.991077,0,0.000000
842,183.3764,209.8607,-38.5233,5.2806,-0.166329,0.986070,0,0.000000
843,183.4389,209.7996,-38.1948,5.3428,-0.199186,0.979962,0,0.000000
844,183.5008,209.7276,-37.8684,5.4046,-0.231820,0.972759,0,0.000000
845,183.5619,209.6447,-37.5447,5.4658,-0.264195,0.964469,0,0.000000
846,183.6224,209.5510,-37.2239,5.5263,-0.296276,0.955102,0,0.000000
847,183.6822,209.4467,-36.9064,5.5861,-0.328025,0.944669,0,0.000000
848,183.7414,209.3318,-36.5926,5.6451,-0.359408,0.933181,0,0.000000
849,183.8000,209.2065,-36.2827,5.7033,-0.390389,0.920650,0,0.000000
850,183.8581,209.0709,-35.9773,5.7605,-0.420935,0.907091,0,0.000000
851,183.9155,208.9252,-35.6765,5.8168,-0.451010,0.892519,0,0.000000
852,183.9724,208.7695,-35.3808,5.8720,-0.480582,0.876950,0,0.000000
853,184.0288,208.6040,-35.0905,5.9260,-0.509617,0.860402,0,0.000000
854,184.0847,208.4289,-34.8058,5.9789,-0.538082,0.842892,0,0.000000
855,184.1401,208.2444,-34.5272,6.0305,-0.565947,0.824442,0,0.000000
856,184.1951,208.0507,-34.2548,6.0808,-0.593180,0.805070,0,0.000000
857,184.2496,207.8480,-33.9891,6.1297,-0.619750,0.784799,0,0.000000
858,184.3037,207.6365,-33.7304,6.1772,-0.645628,0.763652,0,0.000000
859,184.3574,207.4165,-33.4788,6.2232,-0.670785,0.741652,0,0.000000
860,184.4108,207.1882,-33.2347,6.2677,-0.695192,0.718824,0,0.000000
861,184.4637,206.9519,-32.9984,6.3106,-0.718824,0.695192,0,0.000000
862,184.5163,206.7078,-32.7701,6.3519,-0.741652,0.670785,0,0.000000
863,184.5686,206.4563,-32.5501,6.3916,-0.763652,0.645628,0,0.000000
864,184.6206,206.1975,-32.3386,6.4295,-0.784799,0.619750,0,0.000000
865,184.6723,205.9318,-32.1359,6.4656,-0.805070,0.593180,0,0.000000
866,184.7237,205.6595,-31.9422,6.5000,-0.824442,0.565947,0,0.000000
867,184.7749,205.3808,-31.7577,6.5325,-0.842892,0.538082,0,0.000000
868,184.8258,205.0962,-31.5826,6.5632,-0.860402,0.509617,0,0.000000
869,184.8765,204.8058,-31.4171,6.5921,-0.876950,0.480582,0,0.000000
870,184.9270,204.5101,-31.2614,6.6190,-0.892519,0.451010,0,0.000000
871,184.9773,204.2093,-31.1157,6.6440,-0.907091,0.420935,0,0.000000
872,185.0274,203.9039,-30.9801,6.6671,-0.920650,0.390389,0,0.000000
873,185.0774,203.5941,-30.8548,6.6882,-0.933181,0.359408,0,0.000000
874,185.1272,203.2802,-30.7399,6.7073,-0.944669,0.328025,0,0.000000
875,185.1769,202.9628,-30.6356,6.7245,-0.955102,0.296276,0,0.000000
876,185.2265,202.6420,-30.5419,6.7396,-0.964469,0.264195,0,0.000000
877,185.2760,202.3182,-30.4590,6.7528,-0.972759,0.231820,0,0.000000
878,185.3254,201.9919,-30.3870,6.7640,-0.979962,0.199186,0,0.000000
879,185.3748,201.6633,-30.3259,6.7732,-0.986070,0.166329,0,0.000000
880,185.4240,201.3329,-30.2759,6.7805,-0.991077,0.133287,0,0.000000
881,185.4733,201.0010,-30.2369,6.7857,-0.994978,0.100096,0,0.000000
882,185.5225,200.6679,-30.2090,6.7890,-0.997767,0.066793,0,0.000000
883,185.5717,200.3341,-30.1922,6.7904,-0.999442,0.033415,0,0.000000
884,185.6210,200.0000,-30.1866,6.7898,-1.000000,0.000000,0,100.000000
885,185.7682,200.3262,-30.1866,6.7934,-1.000000,0.000000,1,0.000000
886,185.9156,199.3262,-30.1866,6.7823,-1.000000,0.000000,1,100.000000
887,186.0633,198.3262,-30.1866,6.7709,-1.000000,0.000000,1,100.000000
888,186.2113,197.3262,-30.1866,6.7590,-1.000000,0.000000,1,100.000000
889,186.3595,196.3262,-30.1866,6.7467,-1.000000,0.000000,1,100.000000
890,186.5080,195.3262,-30.1866,6.7339,-1.000000,0.000000,1,100.000000
891,186.6568,194.3262,-30.1866,6.7207,-1.000000,0.000000,1,100.000000
892,186.8059,193.3262,-30.1866,6.7071,-1.000000,0.000000,1,100.000000
893,186.9553,192.3262,-30.1866,6.6930,-1.000000,0.000000,1,100.000000
894,187.1050,191.3262,-30.1866,6.6785,-1.000000,0.000000,1,100.000000
895,187.2551,190.3262,-30.1866,6.6636,-1.000000,0.000000,1,100.000000
896,187.4055,189.3262,-30.1866,6.6482,-1.000000,0.000000,1,100.000000
897,187.5563,188.3262,-30.1866,6.6324,-1.000000,0.000000,1,100.000000
898,187.7074,187.3262,-30.1866,6.6162,-1.000000,0.000000,1,100.000000
899,187.8589,186.3262,-30.1866,6.5995,-1.000000,0.000000,1,100.000000
900,188.0109,185.3262,-30.1866,6.5825,-1.000000,0.000000,1,100.000000
901,188.1632,184.3262,-30.1866,6.5651,-1.000000,0.000000,1,100.000000
902,188.3159,183.3262,-30.1866,6.5473,-1.000000,0.000000,1,100.000000
903,188.4691,182.3262,-30.1866,6.5291,-1.000000,0.000000,1,100.000000
904,188.6227,181.3262,-30.1866,6.5105,-1.000000,0.000000,1,100.000000
905,188.7767,180.3262,-30.1866,6.4917,-1.000000,0.000000,1,100.000000
906,188.9312,179.3262,-30.1866,6.4725,-1.000000,0.000000,1,100.000000
907,189.0862,178.3262,-30.1866,6.4530,-1.000000,0.000000,1,100.000000
908,189.2416,177.3262,-30.1866,6.4333,-1.000000,0.000000,1,100.000000
909,189.3976,176.3262,-30.1866,6.4132,-1.000000,0.000000,1,100.000000
910,189.5540,175.3262,-30.1866,6.3930,-1.000000,0.000000,1,100.000000
911,189.7109,174.3262,-30.1866,6.3726,-1.000000,0.000000,1,100.000000
912,189.8683,173.3262,-30.1866,6.3520,-1.000000,0.000000,1,100.000000
913,190.0263,172.3262,-30.1866,6.3313,-1.000000,0.000000,1,100.000000
914,190.1847,171.3262,-30.1866,6.3104,-1.000000,0.000000,1,100.000000
915,190.3437,170.3262,-30.1866,6.2896,-1.000000,0.000000,1,100.000000
916,190.5033,169.3262,-30.1866,6.2686,-1.000000,0.000000,1,100.000000
917,190.6633,168.3262,-30.1866,6.2477,-1.000000,0.000000,1,100.000000
918,190.8239,167.3262,-30.1866,6.2269,-1.000000,0.000000,1,100.000000
919,190.9850,166.3262,-30.1866,6.2061,-1.000000,0.000000,1,100.000000
920,191.1467,165.3262,-30.1866,6.1855,-1.000000,0.000000,1,100.000000
921,191.3089,164.3262,-30.1866,6.1650,-1.000000,0.000000,1,100.000000
922,191.4717,163.3262,-30.1866,6.1448,-1.000000,0.000000,1,100.000000
923,191.6349,162.3262,-30.1866,6.1248,-1.000000,0.000000,1,100.000000
924,191.7987,161.3262,-30.1866,6.1052,-1.000000,0.000000,1,100.000000
925,191.9630,160.3262,-30.1866,6.0860,-1.000000,0.000000,1,100.000000
926,192.1279,159.3262,-30.1866,6.0671,-1.000000,0.000000,1,100.000000
927,192.2932,158.3262,-30.1866,6.0488,-1.000000,0.000000,1,100.000000
928,192.4590,157.3262,-30.1866,6.0310,-1.000000,0.000000,1,100.000000
929,192.6253,156.3262,-30.1866,6.0137,-1.000000,0.000000,1,100.000000
930,192.7920,155.3262,-30.1866,5.9971,-1.000000,0.000000,1,100.000000
931,192.9592,154.3262,-30.1866,5.9812,-1.000000,0.000000,1,100.000000
932,193.1268,153.3262,-30.1866,5.9660,-1.000000,0.000000,1,100.000000
933,193.2949,152.3262,-30.1866,5.9517,-1.000000,0.000000,1,100.000000
934,193.4633,151.3262,-30.1866,5.9381,-1.000000,0.000000,1,100.000000
935,193.6320,150.3262,-30.1866,5.9255,-1.000000,0.000000,1,100.000000
936,193.8011,149.3262,-30.1866,5.9139,-1.000000,0.000000,1,100.000000
937,193.9705,148.3262,-30.1866,5.9032,-1.000000,0.000000,1,100.000000
938,194.1402,147.3262,-30.1866,5.8936,-1.000000,0.000000,1,100.000000
939,194.3101,146.3262,-30.1866,5.8852,-1.000000,0.000000,1,100.000000
940,194.4802,145.3262,-30.1866,5.8779,-1.000000,0.000000,1,100.000000
941,194.6505,144.3262,-30.1866,5.8718,-1.000000,0.000000,1,100.000000
942,194.8210,143.3262,-30.1866,5.8669,-1.000000,0.000000,1,100.000000
943,194.9915,142.3262,-30.1866,5.8634,-1.000000,0.000000,1,100.000000
944,195.1621,141.3262,-30.1866,5.8612,-1.000000,0.000000,1,100.000000
945,195.3328,140.3262,-30.1866,5.8604,-1.000000,0.000000,1,100.000000
946,195.5034,139.3262,-30.1866,5.8609,-1.000000,0.000000,1,100.000000
947,195.6740,138.3262,-30.1866,5.8630,-1.000000,0.000000,1,100.000000
948,195.8444,137.3262,-30.1866,5.8665,-1.000000,0.000000,1,100.000000
949,196.0147,136.3262,-30.1866,5.8715,-1.000000,0.000000,1,100.000000
950,196.1849,135.3262,-30.1866,5.8781,-1.000000,0.000000,1,100.000000
951,196.3548,134.3262,-30.1866,5.8862,-1.000000,0.000000,1,100.000000
952,196.5244,133.3262,-30.1866,5.8959,-1.000000,0.000000,1,100.000000
953,196.6936,132.3262,-30.1866,5.9072,-1.000000,0.000000,1,100.000000
954,196.8626,131.3262,-30.1866,5.9201,-1.000000,0.000000,1,100.000000
955,197.0311,130.3262,-30.1866,5.9346,-1.000000,0.000000,1,100.000000
956,197.1991,129.3262,-30.1866,5.9507,-1.000000,0.000000,1,100.000000
957,197.3667,128.3262,-30.1866,5.9685,-1.000000,0.000000,1,100.000000
958,197.5337,127.3262,-30.1866,5.9878,-1.000000,0.000000,1,100.000000
959,197.7001,126.3262,-30.1866,6.0087,-1.000000,0.000000,1,100.000000
960,197.8659,125.3262,-30.1866,6.0313,-1.000000,0.000000,1,100.000000
961,198.0310,124.3262,-30.1866,6.0554,-1.000000,0.000000,1,100.000000
962,198.1955,123.3262,-30.1866,6.0810,-1.000000,0.000000,1,100.000000
963,198.3592,122.3262,-30.1866,6.1082,-1.000000,0.000000,1,100.000000
964,198.5221,121.3262,-30.1866,6.1369,-1.000000,0.000000,1,100.000000
965,198.6843,120.3262,-30.1866,6.1670,-1.000000,0.000000,1,100.000000
966,198.8456,119.3262,-30.1866,6.1986,-1.000000,0.000000,1,100.000000
967,199.0061,118.3262,-30.1866,6.2315,-1.000000,0.000000,1,100.000000
968,199.1657,117.3262,-30.1866,6.2658,-1.000000,0.000000,1,100.000000
969,199.3244,116.3262,-30.1866,6.3014,-1.000000,0.000000,1,100.000000
970,199.4822,115.3262,-30.1866,6.3382,-1.000000,0.000000,1,100.000000
971,199.6390,114.3262,-30.1866,6.3761,-1.000000,0.000000,1,100.000000
972,199.7949,113.3262,-30.1866,6.4152,-1.000000,0.000000,1,100.000000
973,199.9498,112.3262,-30.1866,6.4554,-1.000000,0.000000,1,100.000000
974,200.1037,111.3262,-30.1866,6.4965,-1.000000,0.000000,1,100.000000
975,200.2567,110.3262,-30.1866,6.5386,-1.000000,0.000000,1,100.000000
976,200.4086,109.3262,-30.1866,6.5815,-1.000000,0.000000,1,100.000000
977,200.5595,108.3262,-30.1866,6.6251,-1.000000,0.000000,1,100.000000
978,200.7095,107.3262,-30.1866,6.6695,-1.000000,0.000000,1,100.000000
979,200.8584,106.3262,-30.1866,6.7144,-1.000000,0.000000,1,100.000000
980,201.0063,105.3262,-30.1866,6.7599,-1.000000,0.000000,1,100.000000
981,201.1533,104.3262,-30.1866,6.8059,-1.000000,0.000000,1,100.000000
982,201.2992,103.3262,-30.1866,6.8522,-1.000000,0.000000,1,100.000000
983,201.4442,102.3262,-30.1866,6.8987,-1.000000,0.000000,1,100.000000
984,201.5881,101.3262,-30.1866,6.9455,-1.000000,0.000000,1,100.000000
985,201.7312,100.3262,-30.1866,6.9924,-1.000000,0.000000,1,100.000000
986,201.8740,99.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
987,202.0169,98.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
988,202.1597,97.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
989,202.3026,96.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
990,202.4454,95.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
991,202.5883,94.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
992,202.7312,93.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
993,202.8740,92.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
994,203.0169,91.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
995,203.1597,90.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
996,203.3026,89.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
997,203.4454,88.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
998,203.5883,87.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
999,203.7312,86.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1000,203.8740,85.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1001,204.0169,84.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1002,204.1597,83.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1003,204.3026,82.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1004,204.4454,81.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1005,204.5883,80.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1006,204.7312,79.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1007,204.8740,78.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1008,205.0169,77.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1009,205.1597,76.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1010,205.3026,75.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1011,205.4454,74.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1012,205.5883,73.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1013,205.7312,72.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1014,205.8740,71.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1015,206.0169,70.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1016,206.1597,69.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1017,206.3026,68.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1018,206.4454,67.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1019,206.5883,66.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1020,206.7312,65.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1021,206.8740,64.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1022,207.0169,63.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1023,207.1597,62.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1024,207.3026,61.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1025,207.4454,60.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1026,207.5883,59.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1027,207.7312,58.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1028,207.8740,57.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
1029,208.0169,56.3262,-30.1866,7.0000,-1.000000,0.000000,1,60.000000
